fcstDate	fcstTime	category	fcstValue
20251110	1100	PCP	강수없음
20251110	1100	REH	35
20251110	1100	SNO	적설없음
20251110	1200	TMP	9
20251110	1200	UUU	4.3
20251110	1200	VVV	-4.7
20251110	1200	VEC	318
20251110	1200	WSD	6.4
20251110	1200	SKY	1
20251110	1200	PTY	0
20251110	1200	POP	0
20251110	1200	WAV	-999
20251110	1200	PCP	강수없음
20251110	1200	REH	35
20251110	1200	SNO	적설없음
20251110	1300	TMP	9
20251110	1300	UUU	4.1
20251110	1300	VVV	-4.4
20251110	1300	VEC	317
20251110	1300	WSD	6
20251110	1300	SKY	1
20251110	1300	PTY	0
20251110	1300	POP	0
20251110	1300	WAV	-999
20251110	1300	PCP	강수없음
20251110	1300	REH	35
20251110	1300	SNO	적설없음
20251110	1400	TMP	10
20251110	1400	UUU	4.2
20251110	1400	VVV	-3.6
20251110	1400	VEC	311
20251110	1400	WSD	5.5
20251110	1400	SKY	1
20251110	1400	PTY	0
20251110	1400	POP	0
20251110	1400	WAV	-999
20251110	1400	PCP	강수없음
20251110	1400	REH	35
20251110	1400	SNO	적설없음
20251110	1500	TMP	10
20251110	1500	UUU	3.5
20251110	1500	VVV	-3.5
20251110	1500	VEC	315
20251110	1500	WSD	4.9
20251110	1500	SKY	1
20251110	1500	PTY	0
20251110	1500	POP	0
20251110	1500	WAV	-999
20251110	1500	PCP	강수없음
20251110	1500	REH	35
20251110	1500	SNO	적설없음
20251110	1500	TMX	10.0
20251110	1600	TMP	9
20251110	1600	UUU	3.1
20251110	1600	VVV	-3.3
20251110	1600	VEC	317
20251110	1600	WSD	4.5
20251110	1600	SKY	1
20251110	1600	PTY	0
20251110	1600	POP	0
20251110	1600	WAV	-999
20251110	1600	PCP	강수없음
20251110	1600	REH	40
20251110	1600	SNO	적설없음
20251110	1700	TMP	8
20251110	1700	UUU	2.8
20251110	1700	VVV	-2.9
20251110	1700	VEC	316
20251110	1700	WSD	4
20251110	1700	SKY	1
20251110	1700	PTY	0
20251110	1700	POP	0
20251110	1700	WAV	-999
20251110	1700	PCP	강수없음
20251110	1700	REH	45
20251110	1700	SNO	적설없음
20251110	1800	TMP	7
20251110	1800	UUU	2.9
20251110	1800	VVV	-2.9
20251110	1800	VEC	315
20251110	1800	WSD	4.1
20251110	1800	SKY	1
20251110	1800	PTY	0
20251110	1800	POP	0
20251110	1800	WAV	-999
20251110	1800	PCP	강수없음
20251110	1800	REH	55
20251110	1800	SNO	적설없음
20251110	1900	TMP	6
20251110	1900	UUU	2.5
20251110	1900	VVV	-3.5
20251110	1900	VEC	324
20251110	1900	WSD	4.3
20251110	1900	SKY	1
20251110	1900	PTY	0
20251110	1900	POP	0
20251110	1900	WAV	-999
20251110	1900	PCP	강수없음
20251110	1900	REH	60
20251110	1900	SNO	적설없음
20251110	2000	TMP	5
20251110	2000	UUU	2.9
20251110	2000	VVV	-2.8
20251110	2000	VEC	314
20251110	2000	WSD	4
20251110	2000	SKY	1
20251110	2000	PTY	0
20251110	2000	POP	0
20251110	2000	WAV	-999
20251110	2000	PCP	강수없음
20251110	2000	REH	65
20251110	2000	SNO	적설없음
20251110	2100	TMP	5
20251110	2100	UUU	2.4
20251110	2100	VVV	-2.9
20251110	2100	VEC	320
20251110	2100	WSD	3.8
20251110	2100	SKY	1
20251110	2100	PTY	0
20251110	2100	POP	0
20251110	2100	WAV	-999
20251110	2100	PCP	강수없음
20251110	2100	REH	65
20251110	2100	SNO	적설없음
20251110	2200	TMP	4
20251110	2200	UUU	2.1
20251110	2200	VVV	-2.8
20251110	2200	VEC	323
20251110	2200	WSD	3.5
20251110	2200	SKY	1
20251110	2200	PTY	0
20251110	2200	POP	0
20251110	2200	WAV	-999
20251110	2200	PCP	강수없음
20251110	2200	REH	70
20251110	2200	SNO	적설없음
20251110	2300	TMP	4
20251110	2300	UUU	0.9
20251110	2300	VVV	-2.7
20251110	2300	VEC	342
20251110	2300	WSD	2.8
20251110	2300	SKY	3
20251110	2300	PTY	0
20251110	2300	POP	20
20251110	2300	WAV	-999
20251110	2300	PCP	강수없음
20251110	2300	REH	75
20251110	2300	SNO	적설없음
20251111	0000	TMP	4
20251111	0000	UUU	0.5
20251111	0000	VVV	-2.5
20251111	0000	VEC	349
20251111	0000	WSD	2.5
20251111	0000	SKY	4
20251111	0000	PTY	0
20251111	0000	POP	30
20251111	0000	WAV	-999
20251111	0000	PCP	강수없음
20251111	0000	REH	75
20251111	0000	SNO	적설없음
20251111	0100	TMP	3
20251111	0100	UUU	0
20251111	0100	VVV	-2.2
20251111	0100	VEC	360
20251111	0100	WSD	2.2
20251111	0100	SKY	3
20251111	0100	PTY	0
20251111	0100	POP	20
20251111	0100	WAV	-999
20251111	0100	PCP	강수없음
20251111	0100	REH	80
20251111	0100	SNO	적설없음
20251111	0200	TMP	3
20251111	0200	UUU	0
20251111	0200	VVV	-1.8
20251111	0200	VEC	3
20251111	0200	WSD	1.8
20251111	0200	SKY	4
20251111	0200	PTY	0
20251111	0200	POP	30
20251111	0200	WAV	-999
20251111	0200	PCP	강수없음
20251111	0200	REH	80
20251111	0200	SNO	적설없음
20251111	0300	TMP	3
20251111	0300	UUU	-0.1
20251111	0300	VVV	-1.2
20251111	0300	VEC	9
20251111	0300	WSD	1.2
20251111	0300	SKY	4
20251111	0300	PTY	0
20251111	0300	POP	30
20251111	0300	WAV	-999
20251111	0300	PCP	강수없음
20251111	0300	REH	80
20251111	0300	SNO	적설없음
20251111	0400	TMP	2
20251111	0400	UUU	-0.4
20251111	0400	VVV	-0.9
20251111	0400	VEC	29
20251111	0400	WSD	1
20251111	0400	SKY	4
20251111	0400	PTY	0
20251111	0400	POP	30
20251111	0400	WAV	-999
20251111	0400	PCP	강수없음
20251111	0400	REH	85
20251111	0400	SNO	적설없음
20251111	0500	TMP	2
20251111	0500	UUU	-1.3
20251111	0500	VVV	-0.7
20251111	0500	VEC	63
20251111	0500	WSD	1.6
20251111	0500	SKY	3
20251111	0500	PTY	0
20251111	0500	POP	20
20251111	0500	WAV	-999
20251111	0500	PCP	강수없음
20251111	0500	REH	85
20251111	0500	SNO	적설없음
20251111	0600	TMP	2
20251111	0600	UUU	-1.1
20251111	0600	VVV	0
20251111	0600	VEC	90
20251111	0600	WSD	1.2
20251111	0600	SKY	3
20251111	0600	PTY	0
20251111	0600	POP	20
20251111	0600	WAV	-999
20251111	0600	PCP	강수없음
20251111	0600	REH	85
20251111	0600	SNO	적설없음
20251111	0600	TMN	1.0
20251111	0700	TMP	2
20251111	0700	UUU	-1.3
20251111	0700	VVV	0.4
20251111	0700	VEC	106
20251111	0700	WSD	1.5
20251111	0700	SKY	1
20251111	0700	PTY	0
20251111	0700	POP	0
20251111	0700	WAV	-999
20251111	0700	PCP	강수없음
20251111	0700	REH	80
20251111	0700	SNO	적설없음
20251111	0800	TMP	3
20251111	0800	UUU	-1.4
20251111	0800	VVV	0.9
20251111	0800	VEC	121
20251111	0800	WSD	1.7
20251111	0800	SKY	1
20251111	0800	PTY	0
20251111	0800	POP	0
20251111	0800	WAV	-999
20251111	0800	PCP	강수없음
20251111	0800	REH	75
20251111	0800	SNO	적설없음
20251111	0900	TMP	6
20251111	0900	UUU	-1.4
20251111	0900	VVV	1
20251111	0900	VEC	124
20251111	0900	WSD	1.8
20251111	0900	SKY	1
20251111	0900	PTY	0
20251111	0900	POP	0
20251111	0900	WAV	-999
20251111	0900	PCP	강수없음
20251111	0900	REH	60
20251111	0900	SNO	적설없음
20251111	1000	TMP	8
20251111	1000	UUU	-1.4
20251111	1000	VVV	0.9
20251111	1000	VEC	121
20251111	1000	WSD	1.7
20251111	1000	SKY	3
20251111	1000	PTY	0
20251111	1000	POP	20
20251111	1000	WAV	-999
20251111	1000	PCP	강수없음
20251111	1000	REH	50
20251111	1000	SNO	적설없음
20251111	1100	TMP	10
20251111	1100	UUU	-1.3
20251111	1100	VVV	1.7
20251111	1100	VEC	141
20251111	1100	WSD	2.2
20251111	1100	SKY	3
20251111	1100	PTY	0
20251111	1100	POP	20
20251111	1100	WAV	-999
20251111	1100	PCP	강수없음
20251111	1100	REH	50
20251111	1100	SNO	적설없음
20251111	1200	TMP	11
20251111	1200	UUU	-0.5
20251111	1200	VVV	1.3
20251111	1200	VEC	155
20251111	1200	WSD	1.4
20251111	1200	SKY	3
20251111	1200	PTY	0
20251111	1200	POP	20
20251111	1200	WAV	-999
20251111	1200	PCP	강수없음
20251111	1200	REH	50
20251111	1200	SNO	적설없음
20251111	1300	TMP	12
20251111	1300	UUU	-0.3
20251111	1300	VVV	0.7
20251111	1300	VEC	150
20251111	1300	WSD	0.8
20251111	1300	SKY	3
20251111	1300	PTY	0
20251111	1300	POP	20
20251111	1300	WAV	-999
20251111	1300	PCP	강수없음
20251111	1300	REH	50
20251111	1300	SNO	적설없음
20251111	1400	TMP	13
20251111	1400	UUU	-0.3
20251111	1400	VVV	0
20251111	1400	VEC	90
20251111	1400	WSD	0.4
20251111	1400	SKY	3
20251111	1400	PTY	0
20251111	1400	POP	20
20251111	1400	WAV	-999
20251111	1400	PCP	강수없음
20251111	1400	REH	50
20251111	1400	SNO	적설없음
20251111	1500	TMP	13
20251111	1500	UUU	-0.8
20251111	1500	VVV	-0.2
20251111	1500	VEC	77
20251111	1500	WSD	0.9
20251111	1500	SKY	3
20251111	1500	PTY	0
20251111	1500	POP	20
20251111	1500	WAV	-999
20251111	1500	PCP	강수없음
20251111	1500	REH	50
20251111	1500	SNO	적설없음
20251111	1500	TMX	13.0
20251111	1600	TMP	13
20251111	1600	UUU	-0.9
20251111	1600	VVV	-0.2
20251111	1600	VEC	79
20251111	1600	WSD	1
20251111	1600	SKY	3
20251111	1600	PTY	0
20251111	1600	POP	20
20251111	1600	WAV	-999
20251111	1600	PCP	강수없음
20251111	1600	REH	60
20251111	1600	SNO	적설없음
20251111	1700	TMP	11
20251111	1700	UUU	-1.2
20251111	1700	VVV	-0.4
20251111	1700	VEC	73
20251111	1700	WSD	1.4
20251111	1700	SKY	1
20251111	1700	PTY	0
20251111	1700	POP	0
20251111	1700	WAV	-999
20251111	1700	PCP	강수없음
20251111	1700	REH	75
20251111	1700	SNO	적설없음
20251111	1800	TMP	9
20251111	1800	UUU	-1.6
20251111	1800	VVV	-0.4
20251111	1800	VEC	77
20251111	1800	WSD	1.7
20251111	1800	SKY	1
20251111	1800	PTY	0
20251111	1800	POP	0
20251111	1800	WAV	-999
20251111	1800	PCP	강수없음
20251111	1800	REH	80
20251111	1800	SNO	적설없음
20251111	1900	TMP	8
20251111	1900	UUU	-1.9
20251111	1900	VVV	0.1
20251111	1900	VEC	93
20251111	1900	WSD	2
20251111	1900	SKY	3
20251111	1900	PTY	0
20251111	1900	POP	20
20251111	1900	WAV	-999
20251111	1900	PCP	강수없음
20251111	1900	REH	85
20251111	1900	SNO	적설없음
20251111	2000	TMP	8
20251111	2000	UUU	-1.9
20251111	2000	VVV	0.2
20251111	2000	VEC	96
20251111	2000	WSD	2
20251111	2000	SKY	3
20251111	2000	PTY	0
20251111	2000	POP	20
20251111	2000	WAV	-999
20251111	2000	PCP	강수없음
20251111	2000	REH	90
20251111	2000	SNO	적설없음
20251111	2100	TMP	7
20251111	2100	UUU	-1.9
20251111	2100	VVV	0.3
20251111	2100	VEC	99
20251111	2100	WSD	2
20251111	2100	SKY	1
20251111	2100	PTY	0
20251111	2100	POP	0
20251111	2100	WAV	-999
20251111	2100	PCP	강수없음
20251111	2100	REH	90
20251111	2100	SNO	적설없음
20251111	2200	TMP	7
20251111	2200	UUU	-1.8
20251111	2200	VVV	0.6
20251111	2200	VEC	108
20251111	2200	WSD	2
20251111	2200	SKY	1
20251111	2200	PTY	0
20251111	2200	POP	0
20251111	2200	WAV	-999
20251111	2200	PCP	강수없음
20251111	2200	REH	90
20251111	2200	SNO	적설없음
20251111	2300	TMP	6
20251111	2300	UUU	-1.8
20251111	2300	VVV	0.7
20251111	2300	VEC	110
20251111	2300	WSD	2
20251111	2300	SKY	1
20251111	2300	PTY	0
20251111	2300	POP	0
20251111	2300	WAV	-999
20251111	2300	PCP	강수없음
20251111	2300	REH	90
20251111	2300	SNO	적설없음
20251112	0000	TMP	6
20251112	0000	UUU	-1.7
20251112	0000	VVV	0.7
20251112	0000	VEC	111
20251112	0000	WSD	1.9
20251112	0000	SKY	1
20251112	0000	PTY	0
20251112	0000	POP	0
20251112	0000	WAV	-999
20251112	0000	PCP	강수없음
20251112	0000	REH	95
20251112	0000	SNO	적설없음
20251112	0100	TMP	6
20251112	0100	UUU	-1.6
20251112	0100	VVV	0.7
20251112	0100	VEC	112
20251112	0100	WSD	1.8
20251112	0100	SKY	1
20251112	0100	PTY	0
20251112	0100	POP	0
20251112	0100	WAV	-999
20251112	0100	PCP	0
20251112	0100	REH	95
20251112	0100	SNO	0
20251112	0200	TMP	5
20251112	0200	UUU	-1.6
20251112	0200	VVV	0.2
20251112	0200	VEC	97
20251112	0200	WSD	1.7
20251112	0200	SKY	1
20251112	0200	PTY	0
20251112	0200	POP	0
20251112	0200	WAV	-999
20251112	0200	PCP	0
20251112	0200	REH	95
20251112	0200	SNO	0
20251112	0300	TMP	5
20251112	0300	UUU	-1.6
20251112	0300	VVV	0.1
20251112	0300	VEC	93
20251112	0300	WSD	1.7
20251112	0300	SKY	1
20251112	0300	PTY	0
20251112	0300	POP	0
20251112	0300	WAV	-999
20251112	0300	PCP	0
20251112	0300	REH	95
20251112	0300	SNO	0
20251112	0400	TMP	5
20251112	0400	UUU	-1.8
20251112	0400	VVV	-0.3
20251112	0400	VEC	81
20251112	0400	WSD	1.9
20251112	0400	SKY	1
20251112	0400	PTY	0
20251112	0400	POP	0
20251112	0400	WAV	-999
20251112	0400	PCP	0
20251112	0400	REH	95
20251112	0400	SNO	0
20251112	0500	TMP	4
20251112	0500	UUU	-1.7
20251112	0500	VVV	-0.1
20251112	0500	VEC	87
20251112	0500	WSD	1.8
20251112	0500	SKY	1
20251112	0500	PTY	0
20251112	0500	POP	0
20251112	0500	WAV	-999
20251112	0500	PCP	0
20251112	0500	REH	95
20251112	0500	SNO	0
20251112	0600	TMP	4
20251112	0600	UUU	-1.7
20251112	0600	VVV	0.3
20251112	0600	VEC	99
20251112	0600	WSD	1.8
20251112	0600	SKY	3
20251112	0600	PTY	0
20251112	0600	POP	20
20251112	0600	WAV	-999
20251112	0600	PCP	0
20251112	0600	REH	95
20251112	0600	SNO	0
20251112	0600	TMN	3.0
20251112	0700	TMP	4
20251112	0700	UUU	-1.5
20251112	0700	VVV	0.8
20251112	0700	VEC	117
20251112	0700	WSD	1.8
20251112	0700	SKY	1
20251112	0700	PTY	0
20251112	0700	POP	0
20251112	0700	WAV	-999
20251112	0700	PCP	0
20251112	0700	REH	95
20251112	0700	SNO	0
20251112	0800	TMP	5
20251112	0800	UUU	-1.8
20251112	0800	VVV	0.7
20251112	0800	VEC	110
20251112	0800	WSD	2
20251112	0800	SKY	1
20251112	0800	PTY	0
20251112	0800	POP	0
20251112	0800	WAV	-999
20251112	0800	PCP	0
20251112	0800	REH	90
20251112	0800	SNO	0
20251112	0900	TMP	8
20251112	0900	UUU	-1.7
20251112	0900	VVV	0.7
20251112	0900	VEC	111
20251112	0900	WSD	1.9
20251112	0900	SKY	3
20251112	0900	PTY	0
20251112	0900	POP	20
20251112	0900	WAV	-999
20251112	0900	PCP	0
20251112	0900	REH	80
20251112	0900	SNO	0
20251112	1000	TMP	10
20251112	1000	UUU	-1.8
20251112	1000	VVV	0.8
20251112	1000	VEC	113
20251112	1000	WSD	2.1
20251112	1000	SKY	3
20251112	1000	PTY	0
20251112	1000	POP	20
20251112	1000	WAV	-999
20251112	1000	PCP	0
20251112	1000	REH	70
20251112	1000	SNO	0
20251112	1100	TMP	12
20251112	1100	UUU	-2
20251112	1100	VVV	0.7
20251112	1100	VEC	108
20251112	1100	WSD	2.2
20251112	1100	SKY	3
20251112	1100	PTY	0
20251112	1100	POP	20
20251112	1100	WAV	-999
20251112	1100	PCP	0
20251112	1100	REH	60
20251112	1100	SNO	0
20251112	1200	TMP	14
20251112	1200	UUU	-1.6
20251112	1200	VVV	0.6
20251112	1200	VEC	109
20251112	1200	WSD	1.8
20251112	1200	SKY	4
20251112	1200	PTY	0
20251112	1200	POP	30
20251112	1200	WAV	-999
20251112	1200	PCP	0
20251112	1200	REH	55
20251112	1200	SNO	0
20251112	1300	TMP	15
20251112	1300	UUU	-0.8
20251112	1300	VVV	0.9
20251112	1300	VEC	135
20251112	1300	WSD	1.3
20251112	1300	SKY	4
20251112	1300	PTY	0
20251112	1300	POP	30
20251112	1300	WAV	-999
20251112	1300	PCP	0
20251112	1300	REH	50
20251112	1300	SNO	0
20251112	1400	TMP	15
20251112	1400	UUU	0.4
20251112	1400	VVV	0.8
20251112	1400	VEC	207
20251112	1400	WSD	0.9
20251112	1400	SKY	3
20251112	1400	PTY	0
20251112	1400	POP	20
20251112	1400	WAV	-999
20251112	1400	PCP	0
20251112	1400	REH	50
20251112	1400	SNO	0
20251112	1500	TMP	15
20251112	1500	UUU	1.3
20251112	1500	VVV	0.7
20251112	1500	VEC	242
20251112	1500	WSD	1.5
20251112	1500	SKY	3
20251112	1500	PTY	0
20251112	1500	POP	20
20251112	1500	WAV	-999
20251112	1500	PCP	0
20251112	1500	REH	55
20251112	1500	SNO	0
20251112	1500	TMX	15.0
20251112	1600	TMP	14
20251112	1600	UUU	1.7
20251112	1600	VVV	0.9
20251112	1600	VEC	242
20251112	1600	WSD	1.9
20251112	1600	SKY	3
20251112	1600	PTY	0
20251112	1600	POP	20
20251112	1600	WAV	-999
20251112	1600	PCP	0
20251112	1600	REH	60
20251112	1600	SNO	0
20251112	1700	TMP	13
20251112	1700	UUU	1.3
20251112	1700	VVV	0.9
20251112	1700	VEC	235
20251112	1700	WSD	1.6
20251112	1700	SKY	1
20251112	1700	PTY	0
20251112	1700	POP	0
20251112	1700	WAV	-999
20251112	1700	PCP	0
20251112	1700	REH	70
20251112	1700	SNO	0
20251112	1800	TMP	11
20251112	1800	UUU	0.8
20251112	1800	VVV	1.1
20251112	1800	VEC	216
20251112	1800	WSD	1.4
20251112	1800	SKY	3
20251112	1800	PTY	0
20251112	1800	POP	20
20251112	1800	WAV	-999
20251112	1800	PCP	0
20251112	1800	REH	80
20251112	1800	SNO	0
20251112	1900	TMP	10
20251112	1900	UUU	0.6
20251112	1900	VVV	1.3
20251112	1900	VEC	205
20251112	1900	WSD	1.4
20251112	1900	SKY	3
20251112	1900	PTY	0
20251112	1900	POP	20
20251112	1900	WAV	-999
20251112	1900	PCP	0
20251112	1900	REH	85
20251112	1900	SNO	0
20251112	2000	TMP	9
20251112	2000	UUU	0.8
20251112	2000	VVV	1.2
20251112	2000	VEC	214
20251112	2000	WSD	1.4
20251112	2000	SKY	4
20251112	2000	PTY	0
20251112	2000	POP	30
20251112	2000	WAV	-999
20251112	2000	PCP	0
20251112	2000	REH	90
20251112	2000	SNO	0
20251112	2100	TMP	9
20251112	2100	UUU	1.3
20251112	2100	VVV	0.9
20251112	2100	VEC	235
20251112	2100	WSD	1.6
20251112	2100	SKY	4
20251112	2100	PTY	0
20251112	2100	POP	30
20251112	2100	WAV	-999
20251112	2100	PCP	0
20251112	2100	REH	90
20251112	2100	SNO	0
20251112	2200	TMP	9
20251112	2200	UUU	2.2
20251112	2200	VVV	0.3
20251112	2200	VEC	262
20251112	2200	WSD	2.2
20251112	2200	SKY	4
20251112	2200	PTY	0
20251112	2200	POP	30
20251112	2200	WAV	-999
20251112	2200	PCP	0
20251112	2200	REH	90
20251112	2200	SNO	0
20251112	2300	TMP	8
20251112	2300	UUU	2.5
20251112	2300	VVV	-0.3
20251112	2300	VEC	277
20251112	2300	WSD	2.5
20251112	2300	SKY	3
20251112	2300	PTY	0
20251112	2300	POP	20
20251112	2300	WAV	-999
20251112	2300	PCP	0
20251112	2300	REH	95
20251112	2300	SNO	0
20251113	0000	TMP	8
20251113	0000	UUU	2.4
20251113	0000	VVV	-0.4
20251113	0000	VEC	279
20251113	0000	WSD	2.4
20251113	0000	SKY	3
20251113	0000	PTY	0
20251113	0000	POP	20
20251113	0000	WAV	-999
20251113	0000	PCP	0
20251113	0000	REH	95
20251113	0000	SNO	0
20251113	0300	TMP	8
20251113	0300	UUU	0.2
20251113	0300	VVV	1.3
20251113	0300	VEC	189
20251113	0300	WSD	1
20251113	0300	SKY	3
20251113	0300	PTY	0
20251113	0300	POP	20
20251113	0300	WAV	-999
20251113	0300	PCP	0
20251113	0300	REH	95
20251113	0300	SNO	0
20251113	0600	TMP	9
20251113	0600	UUU	1.6
20251113	0600	VVV	0.6
20251113	0600	VEC	249
20251113	0600	WSD	1
20251113	0600	SKY	3
20251113	0600	PTY	0
20251113	0600	POP	20
20251113	0600	WAV	-999
20251113	0600	PCP	0
20251113	0600	REH	90
20251113	0600	SNO	0
20251113	0600	TMN	8.0
20251113	0900	TMP	11
20251113	0900	UUU	2.1
20251113	0900	VVV	-0.6
20251113	0900	VEC	286
20251113	0900	WSD	1
20251113	0900	SKY	1
20251113	0900	PTY	0
20251113	0900	POP	0
20251113	0900	WAV	-999
20251113	0900	PCP	0
20251113	0900	REH	90
20251113	0900	SNO	0
20251113	1200	TMP	15
20251113	1200	UUU	2.9
20251113	1200	VVV	-0.8
20251113	1200	VEC	285
20251113	1200	WSD	1
20251113	1200	SKY	1
20251113	1200	PTY	0
20251113	1200	POP	0
20251113	1200	WAV	-999
20251113	1200	PCP	0
20251113	1200	REH	70
20251113	1200	SNO	0
20251113	1500	TMP	16
20251113	1500	UUU	2.6
20251113	1500	VVV	-1.2
20251113	1500	VEC	295
20251113	1500	WSD	1
20251113	1500	SKY	1
20251113	1500	PTY	0
20251113	1500	POP	0
20251113	1500	WAV	-999
20251113	1500	PCP	0
20251113	1500	REH	50
20251113	1500	SNO	0
20251113	1500	TMX	17.0
20251113	1800	TMP	11
20251113	1800	UUU	0.8
20251113	1800	VVV	-0.9
20251113	1800	VEC	318
20251113	1800	WSD	1
20251113	1800	SKY	1
20251113	1800	PTY	0
20251113	1800	POP	0
20251113	1800	WAV	-999
20251113	1800	PCP	0
20251113	1800	REH	70
20251113	1800	SNO	0
20251113	2100	TMP	8
20251113	2100	UUU	0.1
20251113	2100	VVV	-1.2
20251113	2100	VEC	355
20251113	2100	WSD	1
20251113	2100	SKY	1
20251113	2100	PTY	0
20251113	2100	POP	0
